SampleIndex,Timestamp,Ax,Ay,Az,Gx,Gy,Gz,RMS,Pitch,Roll,StepCount
1,1768267308,248,-2,8000,95,84,-26,131.12,0.07,-2.03,1
2,1768267308,282,-46,7944,101,85,-29,131.12,0.01,-2.05,1
3,1768267308,300,-42,8094,101,75,-25,140.46,-0.02,-2.08,1
4,1768267308,252,-2,8018,102,76,-24,140.46,0.0,-2.04,1
5,1768267308,324,-4,7974,98,83,-26,140.46,0.02,-2.12,1
6,1768267308,294,-14,7988,97,82,-29,140.46,0.02,-2.13,1
7,1768267308,286,-28,8030,101,79,-28,140.46,0.0,-2.13,1
8,1768267308,246,-8,8052,105,78,-26,140.46,0.01,-2.08,1
9,1768267308,292,4,8038,105,81,-22,140.46,0.04,-2.1,1
10,1768267308,276,18,7922,99,81,-27,140.46,0.08,-2.09,1
11,1768267308,286,12,8004,101,75,-29,140.46,0.11,-2.1,1
12,1768267308,288,10,8038,106,81,-25,140.46,0.12,-2.11,1
13,1768267308,306,-16,7986,100,83,-28,140.46,0.1,-2.15,1
14,1768267308,282,-12,7988,102,81,-28,140.46,0.09,-2.14,1
15,1768267308,260,-66,7974,102,82,-23,140.46,0.0,-2.1,1
16,1768267308,296,2,7994,104,83,-26,140.46,0.03,-2.13,1
17,1768267308,290,-2,7976,102,81,-28,140.46,0.04,-2.14,1
18,1768267308,280,-32,7924,101,87,-28,140.46,0.01,-2.13,1
19,1768267308,256,-8,7994,102,80,-25,140.46,0.02,-2.09,1
20,1768267308,262,10,8004,105,81,-23,140.46,0.06,-2.07,1
21,1768267309,268,8,7986,102,75,-28,140.46,0.08,-2.06,1
22,1768267309,304,-14,7976,99,81,-20,140.46,0.07,-2.1,1
23,1768267309,294,2,7978,98,80,-24,140.46,0.08,-2.12,1
24,1768267309,266,-14,8060,103,77,-21,140.46,0.07,-2.09,1
25,1768267309,270,-12,7986,102,80,-21,140.46,0.06,-2.08,1
26,1768267309,264,-30,7990,98,82,-25,140.46,0.03,-2.06,1
27,1768267309,282,-22,8026,98,82,-27,140.46,0.01,-2.07,1
28,1768267309,258,0,8016,98,79,-24,137.54,0.03,-2.04,1
29,1768267309,256,-16,8026,99,85,-24,137.54,0.03,-2.02,1
30,1768267309,260,-34,7958,99,82,-28,137.54,0.0,-2.01,1
31,1768267309,288,-28,7984,100,79,-23,137.54,-0.01,-2.04,1
32,1768267309,272,-14,8024,103,80,-31,137.54,0.0,-2.04,1
33,1768267309,236,-4,7950,100,77,-23,137.54,0.01,-1.99,1
34,1768267309,266,-32,7958,98,74,-26,137.54,-0.01,-1.99,1
35,1768267309,292,4,7976,101,76,-26,137.54,0.02,-2.03,1
36,1768267309,274,-4,7956,102,79,-25,137.54,0.03,-2.04,1
37,1768267309,252,0,7968,107,82,-25,137.54,0.05,-2.01,1
38,1768267309,262,-14,7988,100,78,-25,137.54,0.04,-2.0,1
39,1768267309,256,-26,7914,96,81,-27,137.54,0.02,-1.99,1
40,1768267309,292,-20,7992,99,81,-26,137.54,0.01,-2.03,1
41,1768267309,260,8,8022,100,82,-30,137.54,0.04,-2.01,1
42,1768267309,270,0,7984,99,83,-30,137.54,0.06,-2.02,1
43,1768267309,266,-8,7958,101,80,-26,137.54,0.06,-2.02,1
44,1768267309,270,14,8032,102,84,-25,137.54,0.09,-2.02,1
45,1768267309,274,-4,7962,103,79,-25,137.54,0.09,-2.03,1
46,1768267309,262,-24,7974,104,84,-23,137.54,0.06,-2.02,1
47,1768267309,266,0,7966,99,77,-24,137.54,0.07,-2.01,1
48,1768267309,262,12,7992,101,78,-27,137.54,0.1,-2.0,1
49,1768267309,266,-20,7968,106,82,-25,137.54,0.08,-2.01,1
50,1768267309,290,-12,7952,96,81,-22,137.54,0.07,-2.04,1
51,1768267309,256,-16,7982,100,81,-25,137.54,0.05,-2.02,1
52,1768267309,284,-26,7920,101,82,-24,137.54,0.03,-2.04,1
53,1768267309,250,12,8020,101,83,-28,117.28,0.06,-2.01,1
54,1768267309,248,16,7980,100,87,-27,117.28,0.1,-1.99,1
55,1768267309,276,-22,7942,96,83,-23,117.28,0.07,-2.01,1
56,1768267309,258,-48,8000,100,81,-29,117.28,0.01,-1.99,1
57,1768267309,268,18,8010,105,81,-22,117.28,0.06,-2.0,1
58,1768267309,284,8,8052,98,83,-24,117.28,0.08,-2.02,1
59,1768267309,254,-16,7988,96,78,-29,117.28,0.06,-2.0,1
60,1768267309,278,-2,8016,97,77,-27,117.28,0.07,-2.01,1
61,1768267309,310,-30,8024,99,78,-24,117.28,0.04,-2.07,1
62,1768267309,302,-30,7994,101,84,-27,117.28,0.01,-2.11,1
63,1768267309,284,-40,7966,102,78,-26,117.28,-0.02,-2.11,1
64,1768267309,278,-18,7960,99,82,-29,117.28,-0.01,-2.11,1
65,1768267309,298,-12,8004,102,83,-30,117.28,0.0,-2.13,1
66,1768267309,260,14,8014,99,81,-25,117.28,0.03,-2.1,1
67,1768267309,292,-12,7974,101,80,-27,117.28,0.03,-2.12,1
68,1768267309,270,-30,7998,100,82,-29,117.28,0.01,-2.1,1
69,1768267309,312,20,8026,102,81,-26,117.28,0.06,-2.14,1
70,1768267309,262,-20,8012,106,80,-24,117.28,0.04,-2.11,1
71,1768267310,278,-32,7980,99,81,-28,117.28,0.01,-2.1,1
72,1768267310,308,-52,7984,96,86,-30,117.28,-0.03,-2.14,1
73,1768267310,288,12,8070,102,78,-27,117.28,0.01,-2.14,1
74,1768267310,250,14,8028,101,78,-23,117.28,0.05,-2.09,1
75,1768267310,262,-52,7978,95,78,-20,117.28,0.0,-2.07,1
76,1768267310,294,-22,7988,100,81,-20,117.28,-0.01,-2.09,1
77,1768267310,274,-14,8008,103,85,-24,117.28,0.0,-2.09,1
78,1768267310,244,-8,7972,103,82,-27,139.32,0.0,-2.04,1
79,1768267310,242,-20,7952,101,80,-25,139.32,0.0,-2.0,1
80,1768267310,258,-32,7998,94,82,-24,139.32,-0.02,-1.99,1
81,1768267310,256,2,8022,100,76,-26,139.32,0.01,-1.97,1
82,1768267310,286,38,8068,106,81,-30,139.32,0.08,-2.0,1
83,1768267310,262,-44,7984,103,84,-24,139.32,0.03,-2.0,1
84,1768267310,298,-18,7960,100,82,-23,139.32,0.02,-2.05,1
85,1768267310,296,-28,8044,99,78,-23,139.32,0.0,-2.08,1
86,1768267310,280,16,7984,103,81,-23,139.32,0.05,-2.08,1
87,1768267310,264,-20,8008,104,83,-26,139.32,0.03,-2.06,1
88,1768267310,274,-64,7972,99,79,-26,139.32,-0.03,-2.06,1
89,1768267310,310,8,7978,105,82,-28,139.32,0.0,-2.11,1
90,1768267310,270,2,8006,106,82,-23,139.32,0.03,-2.1,1
91,1768267310,270,-22,7998,102,79,-21,139.32,0.02,-2.08,1
92,1768267310,284,0,7966,100,78,-27,139.32,0.04,-2.09,1
93,1768267310,274,-4,8022,99,78,-29,139.32,0.05,-2.08,1
94,1768267310,280,26,7982,100,79,-31,139.32,0.1,-2.09,1
95,1768267310,286,14,7974,100,80,-25,139.32,0.12,-2.1,1
96,1768267310,276,0,7984,102,78,-25,139.32,0.12,-2.09,1
97,1768267310,306,-42,8006,101,80,-23,139.32,0.06,-2.13,1
98,1768267310,302,-34,8002,101,80,-28,139.32,0.02,-2.16,1
99,1768267310,290,2,7976,103,84,-27,139.32,0.05,-2.16,1
100,1768267310,284,-14,7960,103,78,-23,139.32,0.04,-2.15,1
101,1768267310,290,-40,8042,98,78,-24,139.32,0.0,-2.15,1
102,1768267310,252,6,8058,109,78,-29,139.32,0.03,-2.1,1
103,1768267310,238,2,8008,102,84,-29,138.76,0.05,-2.04,1
104,1768267310,286,-24,7982,99,82,-26,138.76,0.03,-2.06,1
105,1768267310,268,-64,7990,95,87,-24,138.76,-0.03,-2.05,1
106,1768267310,312,6,8050,98,76,-29,138.76,0.0,-2.1,1
107,1768267310,272,-10,8014,103,82,-27,138.76,0.01,-2.09,1
108,1768267310,246,-18,7956,101,81,-23,138.76,0.0,-2.05,1
109,1768267310,268,-22,7952,93,79,-31,138.76,0.0,-2.04,1
