SampleIndex,Timestamp,Ax,Ay,Az,Gx,Gy,Gz,RMS,Pitch,Roll,StepCount
1,1768267368,258,6,8192,108,86,-24,134.73,0.09,-2.04,1
2,1768267368,242,-24,8050,104,83,-25,134.73,0.07,-2.0,1
3,1768267368,288,-62,7886,98,79,-26,139.27,0.0,-2.03,1
4,1768267368,244,-18,7894,100,80,-28,139.27,0.0,-2.0,1
5,1768267368,254,-4,8016,98,74,-25,139.27,0.01,-1.98,1
6,1768267368,272,24,8064,110,85,-29,139.27,0.06,-1.99,1
7,1768267368,292,16,8100,98,79,-26,139.27,0.1,-2.02,1
8,1768267368,274,24,8022,106,79,-26,139.27,0.14,-2.03,1
9,1768267368,292,-20,7956,93,77,-23,139.27,0.1,-2.06,1
10,1768267368,248,8,7954,99,80,-27,139.27,0.12,-2.02,1
11,1768267368,258,4,8032,98,79,-30,139.27,0.12,-2.01,1
12,1768267368,246,30,8110,108,84,-29,139.27,0.17,-1.97,1
13,1768267368,276,8,8030,103,78,-24,139.27,0.17,-1.99,1
14,1768267368,284,24,7982,104,84,-27,139.27,0.19,-2.02,1
15,1768267368,280,-54,7960,88,78,-24,139.27,0.1,-2.04,1
16,1768267368,272,-20,7934,97,81,-28,139.27,0.07,-2.04,1
17,1768267368,286,-24,8040,95,77,-26,139.27,0.05,-2.06,1
18,1768267368,286,10,8064,101,81,-26,139.27,0.07,-2.07,1
19,1768267368,308,-16,8038,101,80,-25,139.27,0.06,-2.11,1
20,1768267368,268,2,7972,101,82,-28,139.27,0.07,-2.1,1
21,1768267369,236,-18,7986,101,79,-25,139.27,0.06,-2.03,1
22,1768267369,314,-14,7950,103,76,-31,139.27,0.05,-2.1,1
23,1768267369,262,6,8020,98,88,-24,139.27,0.07,-2.07,1
24,1768267369,288,-44,8060,100,77,-21,139.27,0.02,-2.08,1
25,1768267369,250,4,7986,100,79,-22,139.27,0.04,-2.04,1
26,1768267369,248,-30,7970,97,82,-29,139.27,0.01,-2.01,1
27,1768267369,252,2,7984,94,82,-22,139.27,0.04,-1.99,1
28,1768267369,308,-22,7982,101,78,-26,144.76,0.02,-2.05,1
29,1768267369,254,0,7984,101,87,-29,144.76,0.04,-2.03,1
30,1768267369,286,4,8014,91,82,-26,144.76,0.06,-2.05,1
31,1768267369,272,-6,8018,100,81,-28,144.76,0.06,-2.05,1
32,1768267369,312,2,7982,102,82,-25,144.76,0.08,-2.1,1
33,1768267369,332,52,7956,100,84,-22,144.76,0.16,-2.18,1
34,1768267369,314,-16,8006,95,82,-29,144.76,0.13,-2.21,1
35,1768267369,292,28,8032,103,81,-24,144.76,0.17,-2.21,1
36,1768267369,266,-10,7990,101,75,-25,144.76,0.14,-2.16,1
37,1768267369,266,8,7986,93,85,-25,144.76,0.15,-2.13,1
38,1768267369,262,-10,8024,100,81,-30,144.76,0.13,-2.1,1
39,1768267369,256,10,7926,101,79,-31,144.76,0.14,-2.07,1
40,1768267369,248,-12,7992,101,80,-28,144.76,0.12,-2.03,1
41,1768267369,282,16,7968,101,86,-28,144.76,0.14,-2.05,1
42,1768267369,270,-12,8038,100,94,-27,144.76,0.12,-2.04,1
43,1768267369,268,-4,8018,101,81,-27,144.76,0.11,-2.04,1
44,1768267369,252,14,8012,100,84,-29,144.76,0.13,-2.01,1
45,1768267369,298,-38,7960,100,80,-28,144.76,0.08,-2.06,1
46,1768267369,234,-8,7988,105,79,-22,144.76,0.07,-2.0,1
47,1768267369,292,-36,7996,96,77,-24,144.76,0.03,-2.03,1
48,1768267369,210,0,8008,102,81,-23,144.76,0.05,-1.95,1
49,1768267369,288,-12,8026,99,81,-27,144.76,0.04,-1.99,1
50,1768267369,250,12,7990,102,84,-27,144.76,0.08,-1.97,1
51,1768267369,284,-24,7952,96,82,-22,144.76,0.05,-2.0,1
52,1768267369,256,30,8012,103,84,-24,144.76,0.11,-1.99,1
53,1768267369,284,-16,7982,95,81,-24,134.85,0.08,-2.02,1
54,1768267369,272,-2,7982,103,84,-29,134.85,0.09,-2.02,1
55,1768267369,272,-54,8024,98,76,-26,134.85,0.02,-2.02,1
56,1768267369,240,14,8036,99,84,-24,134.85,0.06,-1.98,1
57,1768267369,292,-22,8038,99,82,-28,134.85,0.04,-2.02,1
58,1768267369,258,-16,7972,102,76,-25,134.85,0.03,-2.0,1
59,1768267369,252,-4,8020,100,77,-25,134.85,0.04,-1.98,1
60,1768267369,276,14,8046,100,82,-24,134.85,0.08,-2.0,1
61,1768267369,286,10,8030,96,86,-28,134.85,0.1,-2.03,1
62,1768267369,296,8,8044,94,75,-29,134.85,0.11,-2.06,1
63,1768267369,276,-14,8006,95,80,-24,134.85,0.09,-2.06,1
64,1768267369,294,-4,7998,101,75,-30,134.85,0.09,-2.09,1
65,1768267369,250,2,8004,101,78,-23,134.85,0.1,-2.05,1
66,1768267369,306,-56,7982,101,76,-28,134.85,0.02,-2.09,1
67,1768267369,268,-14,7956,105,86,-33,134.85,0.02,-2.08,1
68,1768267369,292,-12,7990,95,78,-27,134.85,0.02,-2.1,1
69,1768267369,282,-6,7986,104,88,-27,134.85,0.03,-2.11,1
70,1768267369,288,-16,7992,96,78,-24,134.85,0.03,-2.12,1
71,1768267370,258,0,7988,96,73,-29,134.85,0.04,-2.08,1
72,1768267370,274,-62,7970,92,77,-27,134.85,-0.02,-2.07,1
73,1768267370,284,16,7990,99,84,-22,134.85,0.02,-2.09,1
74,1768267370,248,-36,7936,103,78,-26,134.85,0.0,-2.05,1
75,1768267370,250,-32,7998,101,82,-26,134.85,-0.02,-2.01,1
76,1768267370,240,-26,8000,100,79,-24,134.85,-0.03,-1.97,1
77,1768267370,276,-16,7960,100,82,-27,134.85,-0.02,-1.99,1
78,1768267370,312,-2,7980,103,82,-26,137.59,0.0,-2.06,1
79,1768267370,276,-4,7986,98,79,-24,137.59,0.01,-2.06,1
80,1768267370,288,16,7978,99,86,-26,137.59,0.06,-2.08,1
81,1768267370,304,-30,7914,97,79,-25,137.59,0.03,-2.13,1
82,1768267370,276,14,8004,104,83,-27,137.59,0.06,-2.12,1
83,1768267370,278,-18,7990,101,76,-24,137.59,0.05,-2.11,1
84,1768267370,246,20,7988,102,81,-24,137.59,0.09,-2.06,1
85,1768267370,328,-28,7986,97,73,-27,137.59,0.06,-2.13,1
86,1768267370,298,12,7988,105,85,-24,137.59,0.09,-2.15,1
87,1768267370,296,-30,7952,94,76,-23,137.59,0.05,-2.17,1
88,1768267370,278,4,7968,105,84,-28,137.59,0.07,-2.15,1
89,1768267370,308,-2,7978,101,81,-25,137.59,0.08,-2.18,1
90,1768267370,284,8,8028,102,89,-29,137.59,0.1,-2.17,1
91,1768267370,272,-78,7970,102,83,-24,137.59,0.0,-2.15,1
92,1768267370,266,14,7978,104,76,-24,137.59,0.04,-2.12,1
93,1768267370,290,-8,7998,100,84,-29,137.59,0.04,-2.13,1
94,1768267370,274,-4,8020,102,81,-28,137.59,0.05,-2.11,1
95,1768267370,274,0,8032,98,85,-30,137.59,0.06,-2.1,1
96,1768267370,250,12,7946,97,81,-30,137.59,0.09,-2.06,1
97,1768267370,304,-42,7986,103,76,-29,137.59,0.04,-2.1,1
98,1768267370,270,-16,7960,99,77,-29,137.59,0.03,-2.09,1
99,1768267370,274,-4,8016,99,83,-30,137.59,0.04,-2.08,1
100,1768267370,302,-8,8026,104,78,-24,137.59,0.05,-2.11,1
101,1768267370,276,16,7982,104,84,-23,137.59,0.08,-2.11,1
102,1768267370,288,-16,7982,106,78,-26,137.59,0.07,-2.12,1
103,1768267370,242,2,8038,101,81,-25,128.51,0.08,-2.06,1
104,1768267370,306,-38,8020,100,81,-28,128.51,0.03,-2.1,1
105,1768267370,280,4,8020,101,82,-25,128.51,0.06,-2.1,1
106,1768267370,274,-20,7976,96,82,-27,128.51,0.04,-2.09,1
107,1768267370,258,8,8012,99,85,-26,128.51,0.07,-2.06,1
108,1768267370,276,-52,8036,97,83,-28,128.51,0.0,-2.06,1
109,1768267370,244,-8,8026,102,80,-30,128.51,0.01,-2.02,1
110,1768267370,288,-52,7986,95,76,-27,128.51,-0.03,-2.04,1
111,1768267370,282,14,8002,98,80,-22,128.51,0.01,-2.06,1
112,1768267370,282,-30,7986,100,85,-24,128.51,0.0,-2.07,1
113,1768267370,286,14,8042,98,88,-26,128.51,0.03,-2.08,1
114,1768267370,286,-22,8010,99,84,-22,128.51,0.02,-2.1,1
115,1768267370,276,-16,7972,101,77,-21,128.51,0.02,-2.09,1
116,1768267370,286,-36,8022,97,82,-26,128.51,-0.01,-2.1,1
117,1768267370,282,-10,7964,103,82,-28,128.51,0.0,-2.1,1
118,1768267370,270,10,8018,100,84,-25,128.51,0.04,-2.09,1
119,1768267370,264,2,7982,98,77,-20,128.51,0.05,-2.07,1
120,1768267370,256,0,7966,100,83,-28,128.51,0.07,-2.04,1
121,1768267371,282,-26,7980,100,79,-25,128.51,0.04,-2.06,1
122,1768267371,278,12,7988,95,81,-30,128.51,0.07,-2.06,1
123,1768267371,254,-28,7972,96,81,-25,128.51,0.04,-2.03,1
124,1768267371,300,42,8040,103,77,-21,128.51,0.12,-2.07,1
125,1768267371,322,48,7980,101,80,-19,128.51,0.18,-2.14,1
126,1768267371,316,-36,7922,100,74,-20,128.51,0.12,-2.18,1
127,1768267371,76,-126,8218,98,81,-27,128.51,-0.05,-1.87,1
128,1768267371,424,-70,7912,97,81,-37,143.04,-0.11,-2.13,1
129,1768267371,430,-36,7964,100,75,-28,143.04,-0.12,-2.34,1
130,1768267371,168,10,8038,104,82,-22,143.04,-0.05,-2.13,1
131,1768267371,286,2,7980,96,79,-23,143.04,-0.02,-2.13,1
132,1768267371,292,30,7964,104,82,-26,143.04,0.05,-2.15,1
133,1768267371,278,28,7988,98,78,-29,143.04,0.1,-2.13,1
134,1768267371,254,104,7996,102,83,-32,143.04,0.25,-2.09,1
135,1768267371,208,4,7982,101,80,-28,143.04,0.23,-1.99,1
136,1768267371,270,-94,8012,99,84,-20,143.04,0.07,-2.0,1
137,1768267371,268,-82,8034,99,85,-32,143.04,-0.02,-2.0,1
138,1768267371,292,-40,7992,97,82,-32,143.04,-0.05,-2.04,1
139,1768267371,276,16,7926,97,77,-34,143.04,0.0,-2.05,1
140,1768267371,292,-16,7964,96,79,-19,143.04,0.0,-2.08,1
141,1768267371,240,14,8030,102,82,-21,143.04,0.04,-2.02,1
142,1768267371,246,28,7984,99,77,-23,143.04,0.1,-1.99,1
143,1768267371,238,64,8032,102,85,-27,143.04,0.19,-1.95,1
144,1768267371,310,-24,7980,98,79,-26,143.04,0.14,-2.02,1
145,1768267371,262,-18,7974,104,83,-23,143.04,0.11,-2.01,1
146,1768267371,288,-72,7992,95,78,-22,143.04,0.01,-2.04,1
147,1768267371,300,-14,8000,103,87,-30,143.04,0.01,-2.08,1
148,1768267371,270,-18,8038,95,81,-25,143.04,0.01,-2.07,1
149,1768267371,244,10,7982,104,82,-23,143.04,0.04,-2.03,1
150,1768267371,310,-16,8010,101,81,-24,143.04,0.04,-2.08,1
151,1768267371,258,36,8048,98,81,-23,143.04,0.1,-2.05,1
152,1768267371,282,28,8002,96,80,-32,143.04,0.14,-2.06,1
153,1768267371,276,28,8018,97,83,-30,137.84,0.18,-2.06,1
154,1768267371,288,-68,7996,96,79,-27,137.84,0.07,-2.08,1
155,1768267371,276,-52,8012,99,79,-27,137.84,0.0,-2.08,1
156,1768267371,220,-36,8002,98,88,-27,137.84,-0.02,-2.0,1
157,1768267371,254,-14,7998,98,76,-29,137.84,-0.01,-1.98,1
158,1768267371,284,24,7978,101,82,-23,137.84,0.04,-2.01,1
159,1768267371,294,48,7994,100,76,-26,137.84,0.13,-2.05,1
160,1768267371,268,36,7974,98,81,-24,137.84,0.18,-2.04,1
161,1768267371,290,26,7986,98,81,-28,137.84,0.2,-2.07,1
162,1768267371,296,-36,8018,104,80,-28,137.84,0.13,-2.1,1
163,1768267371,292,-56,8022,97,80,-29,137.84,0.05,-2.11,1
164,1768267371,234,-44,8072,99,82,-21,137.84,0.0,-2.04,1
165,1768267371,284,-46,7948,96,76,-26,137.84,-0.03,-2.06,1
166,1768267371,262,-28,8102,106,79,-32,137.84,-0.04,-2.04,1
167,1768267371,272,6,7992,98,79,-29,137.84,0.0,-2.04,1
168,1768267371,288,16,8034,102,83,-29,137.84,0.04,-2.06,1
169,1768267371,314,-20,7974,97,76,-19,137.84,0.03,-2.12,1
170,1768267371,256,0,7920,104,83,-27,137.84,0.05,-2.08,1
171,1768267372,264,-20,7998,97,79,-28,137.84,0.03,-2.06,1
172,1768267372,250,22,7952,101,83,-30,137.84,0.08,-2.03,1
173,1768267372,308,-20,7994,98,77,-27,137.84,0.06,-2.08,1
174,1768267372,286,-36,7986,100,81,-26,137.84,0.02,-2.1,1
175,1768267372,296,-26,8012,93,81,-25,137.84,0.0,-2.12,1
176,1768267372,290,28,8024,102,78,-24,137.84,0.06,-2.13,1
177,1768267372,248,6,8040,96,85,-26,137.84,0.08,-2.07,1
178,1768267372,272,-18,8006,100,75,-27,141.96,0.06,-2.07,1
179,1768267372,288,-26,8002,102,87,-24,141.96,0.04,-2.09,1
180,1768267372,260,-60,8010,96,80,-27,141.96,-0.02,-2.06,1
181,1768267372,266,0,8008,99,88,-31,141.96,0.0,-2.05,1
182,1768267372,264,-22,8040,95,78,-28,141.96,0.0,-2.03,1
183,1768267372,244,-2,8004,97,82,-26,141.96,0.01,-1.99,1
184,1768267372,308,-2,8000,99,76,-26,141.96,0.03,-2.05,1
185,1768267372,276,12,7976,100,81,-19,141.96,0.06,-2.06,1
186,1768267372,264,14,7980,95,80,-30,141.96,0.09,-2.04,1
187,1768267372,260,34,7958,103,83,-27,141.96,0.15,-2.03,1
188,1768267372,314,-16,8002,93,82,-21,141.96,0.12,-2.09,1
